,MarketName,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,Longitude,Latitude,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Region,Median Age,Population,Poverty Count,Household Income,Per Capita Income,Yelp Results,Yelp Price,Yelp Rating
197,Gateway105 Farmers' Market,Cleveland ,Cuyahoga,Ohio,44108,06/06/2014 to 10/03/2014,Fri: 3:00 PM-7:00 PM;,10/10/2014 to ,Fri: 3:00 PM-7:00 PM;,,,,,-81.615463,41.5181575,Y,Y,Y,Y,Y,-,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,4/14/2014 9:38:10 AM,Central,36.9,25355.0,9592.0,23174.0,17488.0,,,
198,Geauga Family Farm Market,South Euclid,Cuyahoga,Ohio,44121,,,,,,,,,-81.5123,41.5198,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,37.2,33252.0,3926.0,53095.0,26685.0,,,
199,Geauga Fresh Farmers Market,South Russell,Geauga,Ohio,44022,05/06/2017 to 10/14/2017,Sat: 9:00 AM-12:00 PM;,,,,,,,-81.33754499999998,41.430889,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,7/5/2017 11:26:16 AM,Central,47.6,16655.0,654.0,87135.0,62552.0,"{'id': 'zqY2SAPop2C7HYtC0GCpog', 'alias': 'geauga-fresh-farmers-market-south-russell', 'name': 'Geauga Fresh Farmers Market', 'image_url': 'https://s3-media1.fl.yelpcdn.com/bphoto/WNBRFFc8YCo2wNqNLVjskw/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/geauga-fresh-farmers-market-south-russell?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 3, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 5.0, 'coordinates': {'latitude': 41.4314117, 'longitude': -81.3380814}, 'transactions': [], 'location': {'address1': 'Rt. 306 & Bell St.', 'address2': '', 'address3': '', 'city': 'South Russell', 'zip_code': '44022', 'country': 'US', 'state': 'OH', 'display_address': ['Rt. 306 & Bell St.', 'South Russell, OH 44022']}, 'phone': '+14404749885', 'display_phone': '(440) 474-9885', 'distance': 75.14524107433567}",,5.0
200,Geneva Farmers Market,Geneva,Ashtabula,Ohio,44041,06/10/2017 to 10/14/2017,Sat: 10:00 AM-2:00 PM;,,,,,,,-80.947264,41.806409,Y,Y,Y,N,Y,-,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,5/7/2017 10:46:47 PM,Central,43.2,14766.0,2095.0,44287.0,21602.0,,,
201,Gervasi Vineyard Farmers Market,Canton ,Stark,Ohio,44721,06/18/2014 to 09/24/2014,Wed: 4:00 PM-7:00 PM;,,,,,,,-81.351431,40.859639,N,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,4/17/2014 2:59:52 PM,Central,40.3,13381.0,1026.0,57786.0,26473.0,,,
202,God's Little Acre Farmers' Market ,Galion,,Ohio,44833,,,,,,,,,-82.79,40.7316,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,41.2,16997.0,3021.0,38371.0,18883.0,,,
203,Good Earth Herbs,Berlin,Holmes,Ohio,44654,,,,,,,,,-81.7974,40.5596,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,30.2,19256.0,2777.0,44866.0,17755.0,,,
204,Gordon SQ. Market,Cleveland,Cuyahoga,Ohio,44102,06/04/2014 to 09/24/2014,Wed: 4:00 PM-7:00 PM;,,,,,,,-81.728973,41.48421,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,3/16/2014 9:48:37 AM,Central,33.2,44026.0,17397.0,24609.0,15648.0,,,
205,Grandview Avenue Farmers Market,Columbus,Franklin,Ohio,43212,07/06/2013 to 10/26/2013,Sat: 10:00 AM-1:00 PM;,,,,,,,-83.043444,39.980195,Y,Y,Y,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/28/2013 2:12:59 AM,Central,30.7,18266.0,2608.0,51585.0,39152.0,"{'id': 'bYoUHGZxEfN0xDsOSDP4dw', 'alias': 'grandview-heights-farmers-market-columbus', 'name': 'Grandview Heights Farmers Market', 'image_url': '', 'is_closed': False, 'url': 'https://www.yelp.com/biz/grandview-heights-farmers-market-columbus?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 4, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 3.5, 'coordinates': {'latitude': 39.977317, 'longitude': -83.045395}, 'transactions': [], 'price': '$', 'location': {'address1': 'Grandview Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43212', 'country': 'US', 'state': 'OH', 'display_address': ['Grandview Ave', 'Columbus, OH 43212']}, 'phone': '', 'display_phone': '', 'distance': 360.62039215832016}",$,3.5
206,Granville Farmers Market,Granville,Licking,Ohio,43023,05/01/2012 to 10/31/2012,Tue: 3:00 PM-6:00 PM;Sat: 8:30 AM-12:00 PM;,,,,,,,-82.520099,40.06852,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,3/14/2014 12:00:15 PM,Central,36.6,12710.0,286.0,93932.0,35558.0,"{'id': 'Ck_ZlFSftCU1ncQTAJFFmA', 'alias': 'granville-farmers-market-granville', 'name': 'Granville Farmers Market', 'image_url': '', 'is_closed': False, 'url': 'https://www.yelp.com/biz/granville-farmers-market-granville?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 6, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'localflavor', 'title': 'Local Flavor'}], 'rating': 4.0, 'coordinates': {'latitude': 40.0679629669015, 'longitude': -82.5184705868169}, 'transactions': [], 'price': '$$', 'location': {'address1': 'N Main St At Broadway', 'address2': '', 'address3': '', 'city': 'Granville', 'zip_code': '43023', 'country': 'US', 'state': 'OH', 'display_address': ['N Main St At Broadway', 'Granville, OH 43023']}, 'phone': '+17403344388', 'display_phone': '(740) 334-4388', 'distance': 151.78288753198706}",$$,4.0
207,Granville Farmers Market Tuesday,Granville,Licking,Ohio,43023,06/01/2012 to 09/31/2012,Tue: 3:00 PM-6:00 PM;,,,,,,,-82.520292,40.06324,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,3/14/2014 11:58:42 AM,Central,36.6,12710.0,286.0,93932.0,35558.0,,,
208,Green County Farm Market Association,Fairborn,Greene,Ohio,45324,,,,,,,,,-84.0206,39.7894,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,31.1,40356.0,9016.0,43020.0,22763.0,,,
209,Green Farmers Market,Green,Summit,Ohio,44685,06/18/2013 to 10/08/2013,Tue: 3:00 PM-7:00 PM;,,,,,,,-83.64958399999998,41.377677,Y,N,N,Y,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,6/14/2013 2:23:56 PM,Central,41.2,28116.0,1567.0,68935.0,30378.0,"{'id': 'DZ4QoM9d4xaILvjS0mIDLg', 'alias': 'bowling-green-farmers-market-bowling-green', 'name': ""Bowling Green Farmer's Market"", 'image_url': '', 'is_closed': False, 'url': 'https://www.yelp.com/biz/bowling-green-farmers-market-bowling-green?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 4, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'flowers', 'title': 'Flowers & Gifts'}], 'rating': 4.0, 'coordinates': {'latitude': 41.3730040544865, 'longitude': -83.6502915472934}, 'transactions': [], 'price': '$', 'location': {'address1': '201 S Main St', 'address2': '', 'address3': '', 'city': 'Bowling Green', 'zip_code': '43402', 'country': 'US', 'state': 'OH', 'display_address': ['201 S Main St', 'Bowling Green, OH 43402']}, 'phone': '', 'display_phone': '', 'distance': 522.9504423065914}",$,4.0
210,Greene County Farmers Market,Xenia,Greene,Ohio,45335,,,,,,,,,-83.9432,39.6858,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,40.1,6772.0,552.0,53413.0,24745.0,,,
211,Greenfield Farmer's Market,Greenfield,Highland,Ohio,45123,,Thu: 4:00 PM-7:00 PM;,,,,,,,-83.400832,39.34727,N,N,Y,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/12/2013 2:17:25 PM,Central,39.9,8680.0,1901.0,33649.0,17078.0,,,
212,Greenwich Farmers' Market Place,Greenwich,Huron,Ohio,44837,05/03/2014 to 09/27/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-82.517514,41.030438,N,N,N,N,N,-,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,4/29/2014 8:30:30 PM,Central,35.5,4522.0,644.0,52364.0,22076.0,,,
213,Grove City Farmers' Market ,Grove City,,Ohio,43123,,,,,,,,,-83.0936,39.8822,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,38.5,58964.0,6242.0,60863.0,28313.0,,,
214,Groveport Farmers' Market ,Groveport,Franklin,Ohio,43125,05/30/2017 to 09/25/2017,Tue: 5:00 PM-8:00 PM;,,,,,,,-82.882373,39.8512144,Y,N,N,N,Y,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,1/22/2017 9:22:44 PM,Central,39.0,12088.0,1144.0,54850.0,28287.0,,,
215,Guernsey County Farmers Market,Cambridge,Guernsey,Ohio,43725,May to October,Fri:9:00 pm - 1:00 pm;,,,,,,,-81.59,40.0248,N,Y,N,N,N,-,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/2/2011 10:08:11 PM,Central,43.4,20308.0,4271.0,37602.0,22317.0,,,
216,Hamilton's Historic Farmers Market,Hamilton,Butler,Ohio,45011,05/23/2015 to 11/07/2015,Sat: 7:00 AM-1:00 PM;,,,,,,,-84.562816,39.399525,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,3/26/2015 4:54:21 AM,Central,34.4,68475.0,11251.0,60757.0,25664.0,,,
217,Hancock County Farmers' Market,Findlay,Hancock,Ohio,45840,05/10/2018 to 10/25/2018,Thu: 4:00 PM-6:00 PM;,,,,,,,-83.65300400000002,41.039589,Y,N,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,4/23/2018 10:54:53 AM,Central,38.7,54941.0,8527.0,47592.0,26756.0,,,
218,HAPI Fresh Farmers' Market ,Akron,Summit,Ohio,44304,06/27/2018 to 09/26/2018,Wed: 4:00 PM-7:00 PM;,,,,,,,-81.49717340000002,41.0775176,Y,N,Y,Y,Y,-,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,7/27/2018 5:06:31 PM,Central,21.0,5611.0,1925.0,20114.0,10999.0,,,
219,Hartville Market Place,Hartville,Stark,Ohio,44632,,,,,,,,,-81.3542,40.9696,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,40.5,10012.0,784.0,59798.0,28510.0,"{'id': 'B3STr1Gq15UFlZrCs0_BIQ', 'alias': 'hartville-marketplace-and-flea-market-hartville', 'name': 'Hartville Marketplace & Flea Market', 'image_url': 'https://s3-media3.fl.yelpcdn.com/bphoto/4OgLTQqu8iYjBNwuccxwWQ/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/hartville-marketplace-and-flea-market-hartville?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 29, 'categories': [{'alias': 'fleamarkets', 'title': 'Flea Markets'}, {'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.0, 'coordinates': {'latitude': 40.97181, 'longitude': -81.36422}, 'transactions': [], 'price': '$', 'location': {'address1': '1289 Edison St NW', 'address2': '', 'address3': '', 'city': 'Hartville', 'zip_code': '44632', 'country': 'US', 'state': 'OH', 'display_address': ['1289 Edison St NW', 'Hartville, OH 44632']}, 'phone': '+13308779860', 'display_phone': '(330) 877-9860', 'distance': 738.700656831353}",$,4.0
220,Haymaker Farmers' Market,Kent,Portage,Ohio,44240,05/06/2017 to 10/28/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-81.360033,41.150692,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,6/21/2017 9:41:14 AM,Central,27.5,41288.0,11679.0,41997.0,24181.0,,,
221,Haymaker Winter Farmers' Market,Kent,Portage,Ohio,44240,11/05/2016 to 04/29/2017,Sat: 10:00 AM-1:00 PM;,,,,,,,-81.337517,41.155043,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,6/29/2016 10:45:53 AM,Central,27.5,41288.0,11679.0,41997.0,24181.0,,,
222,Hilliard Farm Market,Hilliard,Franklin,Ohio,43026,06/02/2015 to 09/08/2015,Tue: 4:00 PM-7:00 PM;,,,,,,,-83.161861,40.028014,Y,N,N,N,N,-,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/23/2015 1:06:28 PM,Central,34.3,58097.0,5062.0,76813.0,33049.0,"{'id': 'DezJfPMS4SzpHCecrBB7xA', 'alias': 'hilliard-farm-market-hilliard', 'name': 'Hilliard Farm Market', 'image_url': 'https://s3-media2.fl.yelpcdn.com/bphoto/-3lJCwe31slRIZ7cidHY-Q/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/hilliard-farm-market-hilliard?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 2, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 3.5, 'coordinates': {'latitude': 40.0337734, 'longitude': -83.1597978}, 'transactions': [], 'location': {'address1': '4018 Main St', 'address2': '', 'address3': '', 'city': 'Hilliard', 'zip_code': '43026', 'country': 'US', 'state': 'OH', 'display_address': ['4018 Main St', 'Hilliard, OH 43026']}, 'phone': '', 'display_phone': '', 'distance': 664.0705694402642}",,3.5
223,Hillsboro Farmers Market,Hillsboro,Highland,Ohio,45133,07/11/2015 to ,Sat: 9:00 AM-1:00 PM;,,,,,,,-83.611724,39.202872,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/9/2015 12:21:40 PM,Central,42.3,22816.0,4785.0,38369.0,19563.0,,,
224,Historic Harrison Farmers' Market ,Harrison,,Ohio,45030,,,,,,,,,-84.8185,39.262,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,39.1,17854.0,1139.0,61960.0,27785.0,,,
225,Hocking Hills Farmers Market,Rockbridge,Hocking,Ohio,43149,,,,,,,,,-81.3719,40.8595,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,37.7,3234.0,313.0,56458.0,22199.0,,,
226,Holmes County Farmers Market,St. Millersburg,Holmes,Ohio,44654,,,,,,,,,-81.9173,40.5558,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,30.2,19256.0,2777.0,44866.0,17755.0,,,
227,Holy Trinity Farmers Market,Mansfield,Richland,Ohio,44907,06/10/2014 to 09/08/2015,Tue: 3:00 PM-6:00 PM;,,,,,,,-82.53528100000003,40.73252700000001,Y,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,8/1/2015 3:32:58 PM,Central,42.6,14572.0,1950.0,36924.0,22868.0,,,
228,Hopedale Farmers' Market ,Hopedale,,Ohio,43976,,,,,,,,,-80.9516,40.3136,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,47.6,1707.0,175.0,42969.0,24403.0,,,
229,Howland Farmers Market ,Howland,,Ohio,44484,,,,,,,,,-80.7512,41.2383,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,43.7,23136.0,4401.0,47857.0,26119.0,,,
230,Hudson Farmers Market,Hudson,Summit,Ohio,44236,06/06/2015 to 10/10/2015,Sat: 9:00 AM-12:30 PM;,,,,,,,-81.44011,41.241401,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,7/9/2015 12:45:03 PM,Central,43.3,25277.0,909.0,112794.0,49253.0,"{'id': 'C0oeF6uzt-85AihHZIUVDA', 'alias': 'hudson-farmers-market-hudson', 'name': ""Hudson Farmer's Market"", 'image_url': 'https://s3-media2.fl.yelpcdn.com/bphoto/ASBtjFWaz8kUMPeoRihSow/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/hudson-farmers-market-hudson?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 3, 'categories': [{'alias': 'markets', 'title': 'Fruits & Veggies'}, {'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.5, 'coordinates': {'latitude': 41.2193604, 'longitude': -81.4395065}, 'transactions': [], 'price': '$', 'location': {'address1': '5657 Darrow Rd', 'address2': '', 'address3': '', 'city': 'Hudson', 'zip_code': '44236', 'country': 'US', 'state': 'OH', 'display_address': ['5657 Darrow Rd', 'Hudson, OH 44236']}, 'phone': '+13303429174', 'display_phone': '(330) 342-9174', 'distance': 2456.158067034539}",$,4.5
231,Hyde Park Farmers Market,Cincinnati ,Hamilton,Ohio,45208,05/20/2018 to 10/31/2018,Sun: 9:30 AM-1:30 PM;,,,,,,,-84.44251259999999,39.1396048,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,1/4/2018 4:01:56 PM,Central,35.1,18659.0,1574.0,78316.0,55266.0,,,
232,I-70 & I-77 FARMERS' MARKET,OLD WASHINGTON,Guernsey County,Ohio,43755,,,,,,,,,-81.4333,40.0368,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Central,49.6,1399.0,196.0,47273.0,24039.0,,,
233,I-71 FARMERS MARKET at Rest Stop Signpost 224,Brunswick,Medina,Ohio,44212,April to December,sun:9:00 AM - 2:00 PM;,,,,,,,-81.792526,41.222229,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,5/9/2012 3:53:34 PM,Central,39.3,43937.0,2571.0,65113.0,28682.0,,,
234,Idora Neighborhood Farmer's Market,Youngstown,Mahoning,Ohio,44511,06/07/2016 to 10/04/2016,Tue: 4:30 PM-7:00 PM;,,,,,,,-80.675689,41.073612,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,7/21/2016 12:24:56 PM,Central,45.0,19935.0,3133.0,39966.0,22525.0,,,
235,Jackson Township Farmers' Market ,Massillon (Jackson Township),,Ohio,44646,,,,,,,,,-81.4932,40.8609,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,42.0,46219.0,6067.0,46571.0,25477.0,,,
236,Jefferson Farmers' Market,Jefferson,Ashtabula,Ohio,44047,06/15/2013 to 10/12/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-80.7674,41.7373,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,7/14/2013 7:36:01 AM,Central,43.9,9208.0,1109.0,48197.0,23606.0,,,
237,Jefferson Township Community Farmers Market,Blacklick,Franklin,Ohio,43004,,,,,,,,,-82.8005,40.0438,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/2013 11:56:29 AM,Central,32.8,24350.0,2531.0,71060.0,34318.0,,,
238,Johnstown Farmers' Market,Johnstown,Licking,Ohio,43031,06/14/2014 to 09/13/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-82.68485600000002,40.153858,N,N,N,N,N,-,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,4/23/2014 7:45:33 AM,Central,38.9,12447.0,545.0,72934.0,29791.0,,,
239,Kamm's Corners Farmers Market,Cleveland ,Cuyahoga,Ohio,44111,06/12/2016 to 10/09/2016,Sun: 10:00 AM-1:00 PM;,,,,,,,-81.81497399999998,41.449328,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,7/12/2016 9:16:10 AM,Central,38.8,40321.0,7815.0,39473.0,22172.0,"{'id': 'FGaO0j2KqKhk-CH34-eRJQ', 'alias': 'kamms-corners-farmers-market-cleveland', 'name': ""Kamm's Corners Farmers Market"", 'image_url': 'https://s3-media2.fl.yelpcdn.com/bphoto/ih0ugH8kKzjxcsWqV8b2Wg/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/kamms-corners-farmers-market-cleveland?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 5, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.0, 'coordinates': {'latitude': 41.450382410274, 'longitude': -81.8145847320557}, 'transactions': [], 'price': '$$$', 'location': {'address1': 'Lorain Ave & W 168th St', 'address2': '', 'address3': '', 'city': 'Cleveland', 'zip_code': '44111', 'country': 'US', 'state': 'OH', 'display_address': ['Lorain Ave & W 168th St', 'Cleveland, OH 44111']}, 'phone': '+12162526559', 'display_phone': '(216) 252-6559', 'distance': 121.6509165932366}",$$$,4.0
240,Kenton Farmers' Market,Kenton,Hardin,Ohio,43326,May to September,Sat:9:00 AM - 12:00 PM;,,,,,,,-83.609734,40.64815,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/14/2012 1:33:12 PM,Central,39.6,13399.0,2142.0,39402.0,20389.0,,,
241,Knox County Farmers Market,Mt. Vernon,Knox,Ohio,43203,,,,,,,,,-82.9796,39.971,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central,32.3,7297.0,3486.0,18763.0,12932.0,,,
242,KOLLSTEDT FAMILY FARM,Fairfield ,Butler,Ohio,45014,,,,,,,,,-84.567481,39.351705,Y,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,8/13/2014 5:40:41 PM,Central,38.8,44172.0,3418.0,56054.0,28561.0,,,
243,Lake Metroparks Farmpark Farmers' Market,Kirtland ,Lake,Ohio,44094,06/05/2013 to 09/25/2013,Wed: 3:00 PM-6:00 PM;,,,,,,,-81.328375,41.577281,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,6/14/2013 3:40:14 PM,Central,44.1,35334.0,2202.0,56278.0,33286.0,,,
244,Lake Milton Farmers Market ,Lake Milton,,Ohio,44429,,,,,,,,,-80.9816,41.0929,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central,46.8,2551.0,379.0,49432.0,27572.0,,,
